giocatore,punti_totali,tiri_liberi,due_punti,tre_punti,squadra,avversario,partita,id_gara
Bassi Andrea,0,0,0,0,Acli Trecella,Ado San Benedetto Milano,T,5572
Brambilla L.,0,0,0,0,Acli Trecella,Ado San Benedetto Milano,T,5572
Penati F.,0,0,0,0,Acli Trecella,Ado San Benedetto Milano,T,5572
Ghezzi S.,25,4,6,3,Pall.Carugate,Azzurri Niguardese,C,5573
Pizzul D.,12,0,6,0,Pall.Carugate,Azzurri Niguardese,C,5573
Maccagni A.,7,2,1,1,Pall.Carugate,Azzurri Niguardese,C,5573
Bai G.,5,0,1,1,Pall.Carugate,Azzurri Niguardese,C,5573
Spinelli M.,4,0,2,0,Pall.Carugate,Azzurri Niguardese,C,5573
Mainetti A.,4,2,1,0,Pall.Carugate,Azzurri Niguardese,C,5573
Tamburrini G.,3,0,0,1,Pall.Carugate,Azzurri Niguardese,C,5573
Beltrame L.,1,1,0,0,Pall.Carugate,Azzurri Niguardese,C,5573
Iacopetta L.,0,0,0,0,Pall.Carugate,Azzurri Niguardese,C,5573
Lingiardi P.,0,0,0,0,Pall.Carugate,Azzurri Niguardese,C,5573
Gangi P.,0,0,0,0,Pall.Carugate,Azzurri Niguardese,C,5573
Paviglianiti D.,0,0,0,0,Pall.Carugate,Azzurri Niguardese,C,5573
Conati /,13,1,6,0,Azzurri Niguardese,Pall.Carugate,T,5573
Morosini /,12,4,1,2,Azzurri Niguardese,Pall.Carugate,T,5573
Mantovani /,8,3,1,1,Azzurri Niguardese,Pall.Carugate,T,5573
Marini /,8,0,4,0,Azzurri Niguardese,Pall.Carugate,T,5573
Bevivino /,5,1,2,0,Azzurri Niguardese,Pall.Carugate,T,5573
Mauri /,5,0,1,1,Azzurri Niguardese,Pall.Carugate,T,5573
Panfili /,3,0,0,1,Azzurri Niguardese,Pall.Carugate,T,5573
Donghi /,2,0,1,0,Azzurri Niguardese,Pall.Carugate,T,5573
Causin /,0,0,0,0,Azzurri Niguardese,Pall.Carugate,T,5573
Tomaselli /,0,0,0,0,Azzurri Niguardese,Pall.Carugate,T,5573
Savioli /,0,0,0,0,Azzurri Niguardese,Pall.Carugate,T,5573
Balconi Paolo,18,4,4,2,Inzago Basket,Cbba Olimpia Cologno,C,5574
Cavalli Simone,8,0,4,0,Inzago Basket,Cbba Olimpia Cologno,C,5574
Pirovano Matteo,7,1,0,2,Inzago Basket,Cbba Olimpia Cologno,C,5574
Brusamolino Marco,6,0,3,0,Inzago Basket,Cbba Olimpia Cologno,C,5574
Barazzetta Giorgio,5,1,2,0,Inzago Basket,Cbba Olimpia Cologno,C,5574
Cavina Davide,5,3,1,0,Inzago Basket,Cbba Olimpia Cologno,C,5574
Dossi Simone,4,0,2,0,Inzago Basket,Cbba Olimpia Cologno,C,5574
Lavelli L.,4,0,2,0,Inzago Basket,Cbba Olimpia Cologno,C,5574
Stigliani Matteo,2,2,0,0,Inzago Basket,Cbba Olimpia Cologno,C,5574
Galli Marco,1,1,0,0,Inzago Basket,Cbba Olimpia Cologno,C,5574
Bonacina T.,1,1,0,0,Inzago Basket,Cbba Olimpia Cologno,C,5574
Mariani M.,16,5,4,1,Basket Ajaccio 1988,Cesano Seveso,C,5576
Fina E.,14,5,3,1,Basket Ajaccio 1988,Cesano Seveso,C,5576
Bernardello N.,7,2,1,1,Basket Ajaccio 1988,Cesano Seveso,C,5576
Chianura A.,5,3,1,0,Basket Ajaccio 1988,Cesano Seveso,C,5576
Passante A.,4,2,1,0,Basket Ajaccio 1988,Cesano Seveso,C,5576
Reda M.,3,3,0,0,Basket Ajaccio 1988,Cesano Seveso,C,5576
Moraja A.,3,1,1,0,Basket Ajaccio 1988,Cesano Seveso,C,5576
Polo L.,2,2,0,0,Basket Ajaccio 1988,Cesano Seveso,C,5576
Bordoni A.,2,0,1,0,Basket Ajaccio 1988,Cesano Seveso,C,5576
Marchetti D.,2,0,1,0,Basket Ajaccio 1988,Cesano Seveso,C,5576
Bassi P.,0,0,0,0,Basket Ajaccio 1988,Cesano Seveso,C,5576
Valente F.,18,2,8,0,Cesano Seveso,Basket Ajaccio 1988,T,5576
Rho S.,13,3,2,2,Cesano Seveso,Basket Ajaccio 1988,T,5576
Cesana L.,12,2,2,2,Cesano Seveso,Basket Ajaccio 1988,T,5576
Cesana A.,10,3,2,1,Cesano Seveso,Basket Ajaccio 1988,T,5576
Bianchi E.,5,0,1,1,Cesano Seveso,Basket Ajaccio 1988,T,5576
Pedretti F.,5,3,1,0,Cesano Seveso,Basket Ajaccio 1988,T,5576
Montagnani G.,4,0,2,0,Cesano Seveso,Basket Ajaccio 1988,T,5576
Gianotti D.,3,1,1,0,Cesano Seveso,Basket Ajaccio 1988,T,5576
Cervellera N.,2,0,1,0,Cesano Seveso,Basket Ajaccio 1988,T,5576
Canciani E.,0,0,0,0,Cesano Seveso,Basket Ajaccio 1988,T,5576
Pasolini A.,0,0,0,0,Cesano Seveso,Basket Ajaccio 1988,T,5576
Pedretti F.,12,2,2,2,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Rho S.,12,1,1,3,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Valente F.,8,0,4,0,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Callegher R.,8,0,4,0,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Montagnani G.,7,1,0,2,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Cesana L.,7,0,2,1,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Pasolini A.,5,1,2,0,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Cesana A.,4,0,2,0,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Iop M.,2,0,1,0,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Pavanetto S.,2,0,1,0,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Gianotti D.,0,0,0,0,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Canciani E.,0,0,0,0,Cesano Seveso,Basket San Rocco 2013 Seregno,C,5577
Donghi M.,20,6,7,0,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
Scaffidi M.,10,3,2,1,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
Schiatti F.,7,1,3,0,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
Tosetti R.,7,3,2,0,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
Pandolfi A.,6,0,3,0,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
Astuni M.,0,0,0,0,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
Pisani D.,0,0,0,0,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
Carota A.,0,0,0,0,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
De Marchi M.,0,0,0,0,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
Bolis F.,0,0,0,0,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
Ceccacci M.,0,0,0,0,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
Buzzi F.,0,0,0,0,Basket San Rocco 2013 Seregno,Cesano Seveso,T,5577
Fina E.,14,3,4,1,Basket Ajaccio 1988,Cbba Olimpia Cologno,T,5578
Polo L.,10,0,5,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,T,5578
Barnini E.,8,0,4,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,T,5578
Bassi P.,6,0,3,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,T,5578
Chianura A.,4,4,0,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,T,5578
Moraja A.,4,2,1,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,T,5578
Bernardello N.,1,1,0,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,T,5578
Mariani M.,0,0,0,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,T,5578
Tava S.,0,0,0,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,T,5578
Omodei Cristian,11,2,3,1,Acli Trecella,Inzago Basket,C,5579
Bonazzoli Stefano,10,2,4,0,Acli Trecella,Inzago Basket,C,5579
Sacchetti Andrea,10,8,1,0,Acli Trecella,Inzago Basket,C,5579
Santoro Lorenzo,6,0,0,2,Acli Trecella,Inzago Basket,C,5579
Mandelli Giovanni,6,2,2,0,Acli Trecella,Inzago Basket,C,5579
Cerea Edoardo,6,2,2,0,Acli Trecella,Inzago Basket,C,5579
Costa Luca,5,0,1,1,Acli Trecella,Inzago Basket,C,5579
Colombo Matteo,4,2,1,0,Acli Trecella,Inzago Basket,C,5579
Cerea Filippo,3,0,0,1,Acli Trecella,Inzago Basket,C,5579
Lamonica T.,3,0,0,1,Acli Trecella,Inzago Basket,C,5579
Castellani Davide,2,0,1,0,Acli Trecella,Inzago Basket,C,5579
Caterina Alberto,0,0,0,0,Acli Trecella,Inzago Basket,C,5579
Marcotti Luca,20,5,0,5,Inzago Basket,Acli Trecella,T,5579
Brambilla Francesco,14,3,4,1,Inzago Basket,Acli Trecella,T,5579
Balconi Paolo,8,1,2,1,Inzago Basket,Acli Trecella,T,5579
Brusamolino Marco,7,1,3,0,Inzago Basket,Acli Trecella,T,5579
Dossi Simone,5,2,0,1,Inzago Basket,Acli Trecella,T,5579
Cavalli Simone,3,1,1,0,Inzago Basket,Acli Trecella,T,5579
Barazzetta Giorgio,2,0,1,0,Inzago Basket,Acli Trecella,T,5579
Bonacina T.,2,2,0,0,Inzago Basket,Acli Trecella,T,5579
Cavina Davide,0,0,0,0,Inzago Basket,Acli Trecella,T,5579
Galli Marco,0,0,0,0,Inzago Basket,Acli Trecella,T,5579
Stigliani Matteo,0,0,0,0,Inzago Basket,Acli Trecella,T,5579
Viganò Jacopo,22,2,10,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Gaeta Marco,7,1,3,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Lo Brutto Federico,5,1,2,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Angst Gabriele,5,3,1,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Gianelli Andrea,4,0,2,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Rossi Iacopo,4,2,1,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Veneziani Lorenzo,4,0,2,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Barbesta Pietro,3,3,0,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Sedazzari Mattia,2,0,1,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Viani Tommaso,2,0,1,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Fontana Riccardo,0,0,0,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Marinozzi Claudio,0,0,0,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,C,5580
Chini E.,9,3,3,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Cruickshank E.H.,7,3,2,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Testini E.,6,0,3,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Pupella P.,6,0,3,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Gallo Perozzi N.,6,0,3,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Anzalone F.,5,3,1,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Perricone A.,5,1,2,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Ricciardi A.,4,2,1,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Filosa A.,2,0,1,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Pasquali A.,0,0,0,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Giamberti G.,0,0,0,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Rossi A.,0,0,0,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,T,5580
Mauri /,14,3,4,1,Azzurri Niguardese,Social Osa,C,5581
Conati /,10,1,3,1,Azzurri Niguardese,Social Osa,C,5581
Mantovani /,9,1,4,0,Azzurri Niguardese,Social Osa,C,5581
Tortoreto /,9,1,4,0,Azzurri Niguardese,Social Osa,C,5581
Morosini /,7,2,1,1,Azzurri Niguardese,Social Osa,C,5581
Causin /,4,0,2,0,Azzurri Niguardese,Social Osa,C,5581
Daleffe /,4,2,1,0,Azzurri Niguardese,Social Osa,C,5581
Bevivino /,3,1,1,0,Azzurri Niguardese,Social Osa,C,5581
Panfili /,2,0,1,0,Azzurri Niguardese,Social Osa,C,5581
Tomaselli /,2,0,1,0,Azzurri Niguardese,Social Osa,C,5581
Donghi /,1,1,0,0,Azzurri Niguardese,Social Osa,C,5581
Savioli /,0,0,0,0,Azzurri Niguardese,Social Osa,C,5581
Rabacchin A.,13,2,1,3,Social Osa,Azzurri Niguardese,T,5581
Punturieri O.,12,2,5,0,Social Osa,Azzurri Niguardese,T,5581
Di Iorio M.,8,0,1,2,Social Osa,Azzurri Niguardese,T,5581
Sturlesi N.,8,0,4,0,Social Osa,Azzurri Niguardese,T,5581
Magnoni L.,6,0,3,0,Social Osa,Azzurri Niguardese,T,5581
Buhaj S.,3,1,1,0,Social Osa,Azzurri Niguardese,T,5581
Carlone M.,3,0,0,1,Social Osa,Azzurri Niguardese,T,5581
Gaboli S.,2,0,1,0,Social Osa,Azzurri Niguardese,T,5581
Cantarin E.,2,0,1,0,Social Osa,Azzurri Niguardese,T,5581
Iaretti N.,2,0,1,0,Social Osa,Azzurri Niguardese,T,5581
Migliorata R.,0,0,0,0,Social Osa,Azzurri Niguardese,T,5581
Ruozzi A.,0,0,0,0,Social Osa,Azzurri Niguardese,T,5581
Petruzzi F.,25,2,4,5,Osal Novate,Posal Sesto San Giovanni,C,5582
Martinez A.,16,1,6,1,Osal Novate,Posal Sesto San Giovanni,C,5582
Ossoli T,11,0,1,3,Osal Novate,Posal Sesto San Giovanni,C,5582
Samaritani F.,9,1,1,2,Osal Novate,Posal Sesto San Giovanni,C,5582
Dell'Acqua F.,6,0,3,0,Osal Novate,Posal Sesto San Giovanni,C,5582
Pasquini G.,5,0,1,1,Osal Novate,Posal Sesto San Giovanni,C,5582
Di Lernia F.,3,0,0,1,Osal Novate,Posal Sesto San Giovanni,C,5582
Brandinali M.,2,0,1,0,Osal Novate,Posal Sesto San Giovanni,C,5582
Lizza T.,0,0,0,0,Osal Novate,Posal Sesto San Giovanni,C,5582
De Vito A.,0,0,0,0,Osal Novate,Posal Sesto San Giovanni,C,5582
Giugliano M.,0,0,0,0,Osal Novate,Posal Sesto San Giovanni,C,5582
Brambilla E.,0,0,0,0,Osal Novate,Posal Sesto San Giovanni,C,5582
Vailati V.,22,3,8,1,Posal Sesto San Giovanni,Osal Novate,T,5582
Fabbricotti M.,16,4,6,0,Posal Sesto San Giovanni,Osal Novate,T,5582
Negretto S.,16,6,5,0,Posal Sesto San Giovanni,Osal Novate,T,5582
Capaccioli L.,12,0,3,2,Posal Sesto San Giovanni,Osal Novate,T,5582
Angiolini F.,11,3,4,0,Posal Sesto San Giovanni,Osal Novate,T,5582
Nava A.,9,1,4,0,Posal Sesto San Giovanni,Osal Novate,T,5582
Picelli P.,6,0,3,0,Posal Sesto San Giovanni,Osal Novate,T,5582
Nava S.,4,2,1,0,Posal Sesto San Giovanni,Osal Novate,T,5582
Faustini L.,2,0,1,0,Posal Sesto San Giovanni,Osal Novate,T,5582
Vignati R.,0,0,0,0,Posal Sesto San Giovanni,Osal Novate,T,5582
Buonaguidi N.,0,0,0,0,Posal Sesto San Giovanni,Osal Novate,T,5582
Prina A.,0,0,0,0,Posal Sesto San Giovanni,Osal Novate,T,5582
Ghezzi S.,17,1,8,0,Pall.Carugate,Aurora Trezzo,C,5583
Maccagni A.,14,3,4,1,Pall.Carugate,Aurora Trezzo,C,5583
Paviglianiti D.,10,1,3,1,Pall.Carugate,Aurora Trezzo,C,5583
Spinelli M.,8,1,2,1,Pall.Carugate,Aurora Trezzo,C,5583
Bonfanti S.,8,1,2,1,Pall.Carugate,Aurora Trezzo,C,5583
Tamburrini G.,7,0,2,1,Pall.Carugate,Aurora Trezzo,C,5583
Beltrame L.,7,3,2,0,Pall.Carugate,Aurora Trezzo,C,5583
Ragnolini M.,4,4,0,0,Pall.Carugate,Aurora Trezzo,C,5583
Iacopetta L.,2,0,1,0,Pall.Carugate,Aurora Trezzo,C,5583
Bai G.,2,0,1,0,Pall.Carugate,Aurora Trezzo,C,5583
Gangi P.,0,0,0,0,Pall.Carugate,Aurora Trezzo,C,5583
Magoga M.,16,0,5,2,Aurora Trezzo,Pall.Carugate,T,5583
Vergine Sam.,10,0,5,0,Aurora Trezzo,Pall.Carugate,T,5583
Rinaldi D.,6,0,3,0,Aurora Trezzo,Pall.Carugate,T,5583
Scotti R.,3,0,0,1,Aurora Trezzo,Pall.Carugate,T,5583
Alesso T.,2,0,1,0,Aurora Trezzo,Pall.Carugate,T,5583
Leoni L.,2,0,1,0,Aurora Trezzo,Pall.Carugate,T,5583
Colombo D.,2,0,1,0,Aurora Trezzo,Pall.Carugate,T,5583
Brambilla L.,1,1,0,0,Aurora Trezzo,Pall.Carugate,T,5583
Quadri T.,0,0,0,0,Aurora Trezzo,Pall.Carugate,T,5583
Stifano S.,0,0,0,0,Aurora Trezzo,Pall.Carugate,T,5583
Scaffidi M.,18,2,5,2,Basket San Rocco 2013 Seregno,Ado San Benedetto Milano,C,5584
Carota A.,14,1,5,1,Basket San Rocco 2013 Seregno,Ado San Benedetto Milano,C,5584
Donghi M.,12,4,4,0,Basket San Rocco 2013 Seregno,Ado San Benedetto Milano,C,5584
Astuni M.,7,1,3,0,Basket San Rocco 2013 Seregno,Ado San Benedetto Milano,C,5584
Schiatti F.,3,1,1,0,Basket San Rocco 2013 Seregno,Ado San Benedetto Milano,C,5584
Arienti A.,3,0,0,1,Basket San Rocco 2013 Seregno,Ado San Benedetto Milano,C,5584
Pandolfi A.,0,0,0,0,Basket San Rocco 2013 Seregno,Ado San Benedetto Milano,C,5584
Tosetti R.,0,0,0,0,Basket San Rocco 2013 Seregno,Ado San Benedetto Milano,C,5584
La Mantia L.,0,0,0,0,Basket San Rocco 2013 Seregno,Ado San Benedetto Milano,C,5584
Leonelli F.,0,0,0,0,Basket San Rocco 2013 Seregno,Ado San Benedetto Milano,C,5584
Ceccacci M.,0,0,0,0,Basket San Rocco 2013 Seregno,Ado San Benedetto Milano,C,5584
Perricone A.,14,0,4,2,Ado San Benedetto Milano,Basket San Rocco 2013 Seregno,T,5584
Chini E.,8,0,4,0,Ado San Benedetto Milano,Basket San Rocco 2013 Seregno,T,5584
Giglio A.,7,2,1,1,Ado San Benedetto Milano,Basket San Rocco 2013 Seregno,T,5584
Gallo Perozzi N.,7,3,2,0,Ado San Benedetto Milano,Basket San Rocco 2013 Seregno,T,5584
Ricciardi A.,6,0,3,0,Ado San Benedetto Milano,Basket San Rocco 2013 Seregno,T,5584
Anzalone F.,6,3,0,1,Ado San Benedetto Milano,Basket San Rocco 2013 Seregno,T,5584
Cruickshank E.H.,5,3,1,0,Ado San Benedetto Milano,Basket San Rocco 2013 Seregno,T,5584
Testini E.,2,0,1,0,Ado San Benedetto Milano,Basket San Rocco 2013 Seregno,T,5584
Giamberti G.,0,0,0,0,Ado San Benedetto Milano,Basket San Rocco 2013 Seregno,T,5584
Rossi A.,0,0,0,0,Ado San Benedetto Milano,Basket San Rocco 2013 Seregno,T,5584
Digrandi S.,0,0,0,0,Ado San Benedetto Milano,Basket San Rocco 2013 Seregno,T,5584
Marini /,27,2,11,1,Azzurri Niguardese,Inzago Basket,C,5585
Mantovani /,8,2,3,0,Azzurri Niguardese,Inzago Basket,C,5585
Tortoreto /,8,0,1,2,Azzurri Niguardese,Inzago Basket,C,5585
Mauri /,6,4,1,0,Azzurri Niguardese,Inzago Basket,C,5585
Conati /,5,0,1,1,Azzurri Niguardese,Inzago Basket,C,5585
Donghi /,4,0,2,0,Azzurri Niguardese,Inzago Basket,C,5585
Panfili /,4,0,2,0,Azzurri Niguardese,Inzago Basket,C,5585
Morosini /,4,0,2,0,Azzurri Niguardese,Inzago Basket,C,5585
Bevivino /,2,0,1,0,Azzurri Niguardese,Inzago Basket,C,5585
Tomaselli /,2,0,1,0,Azzurri Niguardese,Inzago Basket,C,5585
Daleffe /,2,0,1,0,Azzurri Niguardese,Inzago Basket,C,5585
Causin /,0,0,0,0,Azzurri Niguardese,Inzago Basket,C,5585
Marcotti Luca,12,0,0,4,Inzago Basket,Azzurri Niguardese,T,5585
Stigliani Matteo,12,0,0,4,Inzago Basket,Azzurri Niguardese,T,5585
Dossi Simone,8,0,1,2,Inzago Basket,Azzurri Niguardese,T,5585
Brambilla Francesco,6,0,3,0,Inzago Basket,Azzurri Niguardese,T,5585
Brusamolino Marco,4,2,1,0,Inzago Basket,Azzurri Niguardese,T,5585
Motta Achille,3,0,0,1,Inzago Basket,Azzurri Niguardese,T,5585
Galli Marco,2,0,1,0,Inzago Basket,Azzurri Niguardese,T,5585
Pirovano Matteo,2,2,0,0,Inzago Basket,Azzurri Niguardese,T,5585
Gorla Mattia,1,1,0,0,Inzago Basket,Azzurri Niguardese,T,5585
Balconi Paolo,0,0,0,0,Inzago Basket,Azzurri Niguardese,T,5585
Cavina Davide,0,0,0,0,Inzago Basket,Azzurri Niguardese,T,5585
Pedretti F.,18,3,6,1,Cesano Seveso,Acli Trecella,C,5586
Gianotti D.,9,1,4,0,Cesano Seveso,Acli Trecella,C,5586
Valente F.,5,1,2,0,Cesano Seveso,Acli Trecella,C,5586
Callegher R.,5,0,1,1,Cesano Seveso,Acli Trecella,C,5586
Confalonieri O.,5,0,1,1,Cesano Seveso,Acli Trecella,C,5586
Pasolini A.,2,0,1,0,Cesano Seveso,Acli Trecella,C,5586
Rho S.,0,0,0,0,Cesano Seveso,Acli Trecella,C,5586
Canciani E.,0,0,0,0,Cesano Seveso,Acli Trecella,C,5586
Cervellera N.,0,0,0,0,Cesano Seveso,Acli Trecella,C,5586
Montagnani G.,0,0,0,0,Cesano Seveso,Acli Trecella,C,5586
Bonazzoli Stefano,17,3,4,2,Acli Trecella,Cesano Seveso,T,5586
Sacchetti Andrea,12,1,4,1,Acli Trecella,Cesano Seveso,T,5586
Caterina Alberto,10,4,3,0,Acli Trecella,Cesano Seveso,T,5586
Costa Luca,7,3,2,0,Acli Trecella,Cesano Seveso,T,5586
Mandelli Giovanni,6,4,1,0,Acli Trecella,Cesano Seveso,T,5586
Castellani Davide,6,0,0,2,Acli Trecella,Cesano Seveso,T,5586
Omodei Cristian,5,1,2,0,Acli Trecella,Cesano Seveso,T,5586
Santoro Lorenzo,4,2,1,0,Acli Trecella,Cesano Seveso,T,5586
Cerea Filippo,4,0,2,0,Acli Trecella,Cesano Seveso,T,5586
Battaioni A.,2,0,1,0,Acli Trecella,Cesano Seveso,T,5586
Invernizzi Filippo,0,0,0,0,Acli Trecella,Cesano Seveso,T,5586
Cerea Edoardo,0,0,0,0,Acli Trecella,Cesano Seveso,T,5586
Capaccioli L.,17,0,4,3,Posal Sesto San Giovanni,Cgb Brugherio,C,5587
Angiolini F.,13,3,5,0,Posal Sesto San Giovanni,Cgb Brugherio,C,5587
Vailati V.,10,0,5,0,Posal Sesto San Giovanni,Cgb Brugherio,C,5587
Vignati R.,5,1,2,0,Posal Sesto San Giovanni,Cgb Brugherio,C,5587
Nava S.,3,0,0,1,Posal Sesto San Giovanni,Cgb Brugherio,C,5587
Picelli P.,2,0,1,0,Posal Sesto San Giovanni,Cgb Brugherio,C,5587
Buonaguidi N.,2,0,1,0,Posal Sesto San Giovanni,Cgb Brugherio,C,5587
Fabbricotti M.,0,0,0,0,Posal Sesto San Giovanni,Cgb Brugherio,C,5587
Defendi G.,0,0,0,0,Posal Sesto San Giovanni,Cgb Brugherio,C,5587
Faustini L.,0,0,0,0,Posal Sesto San Giovanni,Cgb Brugherio,C,5587
Nava A.,0,0,0,0,Posal Sesto San Giovanni,Cgb Brugherio,C,5587
Varisco L.,16,5,4,1,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Brioschi N.,14,6,1,2,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Rusconi L.,10,1,3,1,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Ianni A.,7,2,1,1,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Di Tullio A.,5,1,2,0,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Giuseppetti M.,5,3,1,0,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Schiavone R.,4,2,1,0,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Pizzi L.,2,0,1,0,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Dezani A.,0,0,0,0,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Marci A.,0,0,0,0,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Marci G.,0,0,0,0,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Conti S.,0,0,0,0,Cgb Brugherio,Posal Sesto San Giovanni,T,5587
Ghezzi S.,17,0,7,1,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Pizzul D.,14,3,4,1,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Beltrame L.,10,2,4,0,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Ragnolini M.,7,2,1,1,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Spinelli M.,6,2,2,0,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Bonfanti S.,6,2,2,0,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Bai G.,4,1,0,1,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Maccagni A.,3,0,0,1,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Lingiardi P.,2,2,0,0,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Tamburrini G.,2,2,0,0,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Iacopetta L.,0,0,0,0,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Paviglianiti D.,0,0,0,0,Pall.Carugate,Cbba Olimpia Cologno,T,5588
Buhaj S.,13,2,4,1,Social Osa,Basket Ajaccio 1988,C,5589
Magnoni L.,10,0,5,0,Social Osa,Basket Ajaccio 1988,C,5589
Punturieri O.,10,4,3,0,Social Osa,Basket Ajaccio 1988,C,5589
Di Iorio M.,6,2,2,0,Social Osa,Basket Ajaccio 1988,C,5589
Sturlesi N.,6,0,0,2,Social Osa,Basket Ajaccio 1988,C,5589
Gaboli S.,3,0,0,1,Social Osa,Basket Ajaccio 1988,C,5589
Silvestri P.,3,0,0,1,Social Osa,Basket Ajaccio 1988,C,5589
Carlone M.,2,0,1,0,Social Osa,Basket Ajaccio 1988,C,5589
Rabacchin A.,1,1,0,0,Social Osa,Basket Ajaccio 1988,C,5589
Migliorata R.,0,0,0,0,Social Osa,Basket Ajaccio 1988,C,5589
Iaretti N.,0,0,0,0,Social Osa,Basket Ajaccio 1988,C,5589
Bassi P.,14,4,5,0,Basket Ajaccio 1988,Social Osa,T,5589
Mariani M.,12,1,4,1,Basket Ajaccio 1988,Social Osa,T,5589
Moalli D.,11,3,4,0,Basket Ajaccio 1988,Social Osa,T,5589
Tonani S.,11,2,3,1,Basket Ajaccio 1988,Social Osa,T,5589
Polo L.,8,1,2,1,Basket Ajaccio 1988,Social Osa,T,5589
Barnini E.,6,2,2,0,Basket Ajaccio 1988,Social Osa,T,5589
Chianura A.,3,3,0,0,Basket Ajaccio 1988,Social Osa,T,5589
